vin,year,make,model,trim,price,mileage,body_style,seats,features,photo_url,listing_url,location,dealer_phone,doc_fee,stock_number
1C6RR7FTXKS580749,2019,RAM,1500 Classic,Tradesman Quad Cab 4WD,18996,138549,,,Bright White Clearcoat; 8 Speed Automatic; 8 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218142/639233614639453945.jpg,https://www.craigandlandrethcars.com/vdp/24218142/Used-2019-RAM-1500-Classic-Tradesman-Quad-Cab-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D47817
1FT8W3B60CEC07595,2012,Ford,F-350 SD,XLT Crew Cab 4WD,18960,129102,,,Silver; 6.2L V8 OHV 16V; 4WD,https://imagescdn.dealercarsearch.com/Media/1123/24168659/639233541862979129.jpg,https://www.craigandlandrethcars.com/vdp/24168659/Used-2012-Ford-F350-SD-XLT-Crew-Cab-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D46637D
3C4NJCBBXNT164580,2022,Jeep,Compass,Latitude FWD,18850,69343,,,Granite Crystal Metallic Clearcoat; 6-SPEED AISIN F21-250 GEN 3 AUTO; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168739/639233542338762686.jpg,https://www.craigandlandrethcars.com/vdp/24168739/Used-2022-Jeep-Compass-Latitude-FWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47997
3VV2B7AX9KM095215,2019,Volkswagen,Tiguan,SE 4Motion AWD,18800,60160,,,WHI; 2.0L L4 DOHC 16V TURBO; AWD,https://imagescdn.dealercarsearch.com/Media/1123/24173909/639233544261503021.jpg,https://www.craigandlandrethcars.com/vdp/24173909/Used-2019-Volkswagen-Tiguan-SE-4Motion-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48361
JA4ATWAA9PZ006451,2023,Mitsubishi,Eclipse Cross,SE AWD,18800,88645,,,White Diamond; CVT; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168758/639233543557493161.jpg,https://www.craigandlandrethcars.com/vdp/24168758/Used-2023-Mitsubishi-Eclipse-Cross-SE-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48191
5LMCJ2DH4LUL13113,2020,Lincoln,Corsair,Reserve AWD,18800,98222,,,Magnetic Gray; 8-SPEED AUTOMATIC W/SELECTSHIFT; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235024/639233543579429755.jpg,https://www.craigandlandrethcars.com/vdp/24235024/Used-2020-Lincoln-Corsair-Reserve-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D46848A
1C6RR7YT4HS733888,2017,RAM,1500,Rebel Crew Cab 4x4,18800,150888,,,Red; Cloth; 8 Speed Automatic; HEMI 5.7L V8 Multi Displacement VVT; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24019538/639233644788718589.jpg,https://www.craigandlandrethcars.com/vdp/24019538/Used-2017-RAM-1500-Rebel-Crew-Cab-4x4-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20908B
3N1CP5BV3RL558684,2024,Nissan,Kicks,S,18800,69756,,,Gray; Cloth; CVT; 1.6L 4-Cylinder DOHC 16V; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24198460/639234795754626705.jpg,https://www.craigandlandrethcars.com/vdp/24198460/Used-2024-Nissan-Kicks-S-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21014
3VWEB7BU7LM059148,2020,Volkswagen,Jetta,1.4T SEL 8A,18497,58677,,,Pure White; Automatic; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218187/639233614940369503.jpg,https://www.craigandlandrethcars.com/vdp/24218187/Used-2020-Volkswagen-Jetta-14T-SEL-8A-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48258
2C4RC1BG4NR177937,2022,Chrysler,Pacifica,Touring-L,18416,100015,,,Brilliant Black Crystal Pearlcoat; Automatic; V6 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218154/639233614839766663.jpg,https://www.craigandlandrethcars.com/vdp/24218154/Used-2022-Chrysler-Pacifica-TouringL-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48304A
JF1VA1A63J9812021,2018,Subaru,WRX,4-Door,18000,92981,,,Crystal Black Silica; CHECKERED CLOTH UPHOLSTERY; Manual; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168738/639233544028928282.jpg,https://www.craigandlandrethcars.com/vdp/24168738/Used-2018-Subaru-WRX-4Door-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47802B
1G1ZD5ST9PF247761,2023,Chevrolet,Malibu,1LT,17988,70113,,,Summit White; PREMIUM CLOTH SEAT TRIM; CONTINUOUSLY VARIABLE (CVT); 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24198138/639233542523912121.jpg,https://www.craigandlandrethcars.com/vdp/24198138/Used-2023-Chevrolet-Malibu-1LT-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48401
2GNAXKEV0N6112299,2022,Chevrolet,Equinox,LT 1.5 2WD,17800,72393,,,Seaglass Blue Metallic; PREMIUM CLOTH SEAT TRIM; 6 Speed Automatic; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24238996/639233903322962576.jpg,https://www.craigandlandrethcars.com/vdp/24238996/Used-2022-Chevrolet-Equinox-LT-15-2WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48028
1N6AD0EV4JN730380,2018,Nissan,Frontier,SV Crew Cab 5AT 4WD,17769,113830,,,Gun Metallic; CLOTH SEAT TRIM; Automatic; V6 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218169/639233614940473224.jpg,https://www.craigandlandrethcars.com/vdp/24218169/Used-2018-Nissan-Frontier-SV-Crew-Cab-5AT-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48143B
1G1ZD5ST9NF160567,2022,Chevrolet,Malibu,LT,17749,70307,,,Northsky Blue Metallic; PREMIUM CLOTH SEAT TRIM; CVT; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24225746/639233615544657926.jpg,https://www.craigandlandrethcars.com/vdp/24225746/Used-2022-Chevrolet-Malibu-LT-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48400
57XAAPFA1F5104719,2015,Polaris,Slingshot,SL,17650,9489,,,Not Specified; No data,https://imagescdn.dealercarsearch.com/Media/1123/24168812/639233544032440759.jpg,https://www.craigandlandrethcars.com/vdp/24168812/Used-2015-Polaris-Slingshot-SL-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48322
KM8K62AA4LU424669,2020,Hyundai,Kona,SEL w/Contrast Roof,17500,79584,,,Chalk White; CLOTH SEAT TRIM; Automatic; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168806/Used-2020-Hyundai-Kona-SEL-wContrast-Roof-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48312
3GNKBBRA3KS699363,2019,Chevrolet,Blazer,1LT,17333,100084,,,Graphite Metallic; PREMIUM CLOTH SEAT TRIM; 9 Speed Automatic; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218199/639233615242071816.jpg,https://www.craigandlandrethcars.com/vdp/24218199/Used-2019-Chevrolet-Blazer-1LT-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48372
57XAAPFA4J8126639,2018,Polaris,Slingshot,SL,17289,10588,,,Blue; manuel; 4,https://imagescdn.dealercarsearch.com/Media/3833/24218192/639233614940439407.jpg,https://www.craigandlandrethcars.com/vdp/24218192/Used-2018-Polaris-Slingshot-SL-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48303
5XXGT4L34LG448604,2020,Kia,Optima,SE,17000,47530,,,Snow White Pearl; LEATHER SEAT TRIM; 6-Speed Shiftable Automatic; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/23860567/639233543569743463.jpg,https://www.craigandlandrethcars.com/vdp/23860567/Used-2020-Kia-Optima-SE-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48056
5TFMU4FN2DX012745,2013,Toyota,Tacoma,Base V6,16600,151880,,,White; Cloth; 5 Speed Automatic; 4.0L V6 EFI DOHC 24V; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24011475/639233643898400345.jpg,https://www.craigandlandrethcars.com/vdp/24011475/Used-2013-Toyota-Tacoma-Base-V6-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,245,MU20862A
KL4MMBS29MB103535,2021,Buick,Encore GX,Preferred,16556,64014,,,Chili Red Metallic; CLOTH WITH LEATHERETTE SEAT TRIM; CONTINUOUSLY VARIABLE (CVT); 3 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235031/639233543785011895.jpg,https://www.craigandlandrethcars.com/vdp/24235031/Used-2021-Buick-Encore-GX-Preferred-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48238
ZACCJABB0HPG06404,2017,Jeep,Renegade,Latitude FWD,16250,69930,,,Solar Yellow; 9-SPEED 948TE AUTOMATIC; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168836/639233543106770939.jpg,https://www.craigandlandrethcars.com/vdp/24168836/Used-2017-Jeep-Renegade-Latitude-FWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48109
5NMS5CAA3KH104181,2019,Hyundai,Santa Fe,Limited 2.0T AWD,16200,119205,,,Symphony Silver; LEATHER SEATING SURFACE; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168785/Used-2019-Hyundai-Santa-Fe-Limited-20T-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48231A
55SWF4KB2FU027952,2015,Mercedes-Benz,C-Class,C300 4MATIC Sedan,16000,82875,,,Black; Automatic; 4 Cylinder Engine; 4MATIC,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24198149/Used-2015-MercedesBenz-CClass-C300-4MATIC-Sedan-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48280A
3C4NJDBB6LT256627,2020,Jeep,Compass,Latitude 4WD,15993,86454,,,Velvet Red Pearlcoat; Automatic; 4 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218193/639233615141138770.jpg,https://www.craigandlandrethcars.com/vdp/24218193/Used-2020-Jeep-Compass-Latitude-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48313
1C6RR7PM2FS560735,2015,RAM,1500,Longhorn Crew Cab SWB 4WD,15970,187549,,,Deep Cherry Red Crystal Pearlcoat; 8 Speed Automatic; V6 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/DealerImages/3833/3833_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24218143/Used-2015-RAM-1500-Longhorn-Crew-Cab-SWB-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48041A
1FMCU0J9XKUB48243,2019,Ford,Escape,Titanium FWD,15800,104131,,,Agate Black; 6-Speed Shiftable Automatic; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168647/639233541722412441.jpg,https://www.craigandlandrethcars.com/vdp/24168647/Used-2019-Ford-Escape-Titanium-FWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48055A
1ZVFT80N465119769,2006,Ford,Mustang,V6 Standard Coupe,15800,55779,,,WHI; 5 Speed Manual; V6 Cylinder Engine; RWD,https://imagescdn.dealercarsearch.com/Media/3833/24218165/639233614940042711.jpg,https://www.craigandlandrethcars.com/vdp/24218165/Used-2006-Ford-Mustang-V6-Standard-Coupe-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48326
3VWEB7BU2KM192334,2019,Volkswagen,Jetta,SEL,15800,91038,,,Silver; Leather; 8-Speed Automatic with Tiptronic; 1.4L TSI; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24151393/639233645614209805.jpg,https://www.craigandlandrethcars.com/vdp/24151393/Used-2019-Volkswagen-Jetta-SEL-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20991
SAJDA44B575B02803,2007,Jaguar,XK-Series,XK Convertible,15500,57832,,,GRN; Automatic; 8 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168810/639233543970913788.jpg,https://www.craigandlandrethcars.com/vdp/24168810/Used-2007-Jaguar-XKSeries-XK-Convertible-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48323
5FNRL5H36GB150877,2016,Honda,Odyssey,SE,15500,104085,,,Smoky Topaz Metallic; Automatic; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24193312/639233544246605967.jpg,https://www.craigandlandrethcars.com/vdp/24193312/Used-2016-Honda-Odyssey-SE-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48376
1FAHP60A22Y105319,2002,Ford,Thunderbird,Base,15500,42356,,,Black; Leather; 5 Speed Automatic; 3.9L V8 DOHC 32V; RWD,https://imagescdn.dealercarsearch.com/Media/1129/24068362/639233644978819566.jpg,https://www.craigandlandrethcars.com/vdp/24068362/Used-2002-Ford-Thunderbird-Base-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20800A
1FTEX1EB6KKE45416,2019,Ford,F-150,XL SuperCab 8-ft. Bed 4WD,15000,111329,,,Race Red; 6-Speed Shiftable Automatic; V6 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168672/639233541989847125.jpg,https://www.craigandlandrethcars.com/vdp/24168672/Used-2019-Ford-F150-XL-SuperCab-8ft-Bed-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48021A
1GTCS195218197378,2001,GMC,Sonoma,SLS Ext. Cab Short Bed 2WD,14995,68627,,,Pewter Metallic; DELUXE CLOTH TRIM; 4-SPEED ELECTRONICALLY-CONTROLLED AUTOMATIC TRANSM; 4 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24235017/Used-2001-GMC-Sonoma-SLS-Ext-Cab-Short-Bed-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48449
MAJ3S2GE8KC278155,2019,Ford,EcoSport,SE,14988,30238,,,Smoke; 6-SPEED AUTOMATIC W/SELECTSHIFT; 3 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235073/639236426244572074.jpg,https://www.craigandlandrethcars.com/vdp/24235073/Used-2019-Ford-EcoSport-SE-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48433
5UXKR6C52G0J81331,2016,BMW,X5,xDrive50i,14900,117940,,,Alpine White; 8-SPEED AUTOMATIC W/STEPTRONIC; 8 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24193323/639233544293744916.jpg,https://www.craigandlandrethcars.com/vdp/24193323/Used-2016-BMW-X5-xDrive50i-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48381
WBA3B9G58ENR92814,2014,BMW,3-Series,335i xDrive Sedan,14869,115205,,,Imperial Blue Metallic; 8-SPEED STEPTRONIC AUTOMATIC; Straight 6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235071/639233835333037301.jpg,https://www.craigandlandrethcars.com/vdp/24235071/Used-2014-BMW-3Series-335i-xDrive-Sedan-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47928A
1FTEX1CB2JFB59959,2018,Ford,F-150,XL SuperCab 8-ft. 2WD,14800,129680,,,Oxford White; 6-Speed Shiftable Automatic; V6 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168667/639233541906389447.jpg,https://www.craigandlandrethcars.com/vdp/24168667/Used-2018-Ford-F150-XL-SuperCab-8ft-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48331
1J4FA54168L500465,2008,Jeep,Wrangler,Sahara,14800,77911,,,Silver; Cloth; 4 Speed Automatic; 3.8L V6 SMPI; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/23983996/639233499834141315.jpg,https://www.craigandlandrethcars.com/vdp/23983996/Used-2008-Jeep-Wrangler-Sahara-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20877
1G1ZC5ST0LF078436,2020,Chevrolet,Malibu,LS,14597,78753,,,Shadow Gray Metallic; PREMIUM CLOTH SEAT TRIM; CONTINUOUSLY VARIABLE (CVT); 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/23983554/639233541925472219.jpg,https://www.craigandlandrethcars.com/vdp/23983554/Used-2020-Chevrolet-Malibu-LS-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48184
5UXKR0C58H0V66486,2017,BMW,X5,xDrive35i,14588,114383,,,Black Sapphire Metallic; 8-SPEED AUTOMATIC W/STEPTRONIC; Straight 6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235055/639233544453206138.jpg,https://www.craigandlandrethcars.com/vdp/24235055/Used-2017-BMW-X5-xDrive35i-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48040C
2C4RC1FG8JR334275,2018,Chrysler,Pacifica,Touring Plus,14175,118671,,,Bright White Clearcoat; 9-SPEED 948TE FWD AUTOMATIC; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235011/639233542756333910.jpg,https://www.craigandlandrethcars.com/vdp/24235011/Used-2018-Chrysler-Pacifica-Touring-Plus-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47892A
1VWLA7A37KC001432,2019,Volkswagen,Passat,Wolfsburg Edition,13900,103387,,,Reflex Silver Metallic; Automatic; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24205251/639233542870815371.jpg,https://www.craigandlandrethcars.com/vdp/24205251/Used-2019-Volkswagen-Passat-Wolfsburg-Edition-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48506A
WMEFJ5DA1GK066502,2016,Smart,Fortwo,,13700,30396,,,Orange; Automatic; 1.0L I3; RWD,https://imagescdn.dealercarsearch.com/Media/1129/24157543/639233645679220461.jpg,https://www.craigandlandrethcars.com/vdp/24157543/Used-2016-Smart-Fortwo-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20985
1G2MB35B18Y103730,2008,Pontiac,Solstice,Base,13500,13647,,,Envious (Emerald Green Metallic); LEATHER SEATING SURFACES; 5-SPEED MANUAL; 4 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168657/639233541855628623.jpg,https://www.craigandlandrethcars.com/vdp/24168657/Used-2008-Pontiac-Solstice-Base-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47941
SALGS2DF4DA103546,2013,Land,Rover Range Rover,HSE,12999,111899,,,Santorini Black Metallic; Automatic w/Manual Shift; 8 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168728/639233543260839381.jpg,https://www.craigandlandrethcars.com/vdp/24168728/Used-2013-Land-Rover-Range-Rover-HSE-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47302HD
1GKEL19XX3B509884,2003,GMC,Safari,Passenger Van AWD,12800,133135,,,"Light Autumnwood Metallic; CUSTOM CLOTH; 4-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED W/OVE; V6 Cylinder Engine; All Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24234997/639233542924955920.jpg,https://www.craigandlandrethcars.com/vdp/24234997/Used-2003-GMC-Safari-Passenger-Van-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48447
1ZVHT84N495125403,2009,Ford,Mustang,V6,11800,81282,,,Red; Cloth; 5 Speed Automatic; 4.0L V6 SOHC; RWD,https://imagescdn.dealercarsearch.com/Media/1129/24051715/639233644970839628.jpg,https://www.craigandlandrethcars.com/vdp/24051715/Used-2009-Ford-Mustang-V6-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20909A
5XXGT4L39LG447934,2020,Kia,Optima,LX,11800,100287,,,Black; Cloth; 6 Speed Automatic; 2.4L I4 DGI DOHC; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24198494/639232779656825060.jpg,https://www.craigandlandrethcars.com/vdp/24198494/Used-2020-Kia-Optima-LX-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21018
WDDNG71X48A182142,2008,Mercedes-Benz,S-Class,S550,11750,51015,,,Not Specified; Automatic; 8 Cylinder Engine; Rear Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168839/639233543147316309.jpg,https://www.craigandlandrethcars.com/vdp/24168839/Used-2008-MercedesBenz-SClass-S550-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47981B
4T1FA38P38U155099,2008,Toyota,Camry Solara,SLE Convertible,10900,115037,,,Absolutely Red; 5-Speed Shiftable Automatic; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24205254/639233544631509429.jpg,https://www.craigandlandrethcars.com/vdp/24205254/Used-2008-Toyota-Camry-Solara-SLE-Convertible-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48362A
10704412057191,1979,Mercedes-Benz,SL-Class,450SL,10800,102249,,,Beige; Leather; auto; 6-Cylinder,https://imagescdn.dealercarsearch.com/Media/1123/23731495/639127336061288887.jpg,https://www.craigandlandrethcars.com/vdp/23731495/Used-1979-MercedesBenz-SLClass-450SL-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47889
3VV0B7AX7LM075845,2020,Volkswagen,Tiguan,S 4Motion,10800,143706,,,Platinum Gray Metallic; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24248079/639235562996481834.jpg,https://www.craigandlandrethcars.com/vdp/24248079/Used-2020-Volkswagen-Tiguan-S-4Motion-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48435
1FAHP60AX3Y111807,2003,Ford,Thunderbird,Premium,10500,80924,,,WHI; 5-SPEED AUTOMATIC TRANSMISSION W/OD; 8 Cylinder Engine; RearWheelDrive,https://imagescdn.dealercarsearch.com/Media/1123/24168639/639233541572892278.jpg,https://www.craigandlandrethcars.com/vdp/24168639/Used-2003-Ford-Thunderbird-Premium-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47755
5XYZG3AB0CG138978,2012,Hyundai,Santa Fe,GLS,10400,103005,,,Silver; Cloth; 6-Speed Automatic with Shiftronic; 2.4L 4-Cylinder DOHC 16V; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24151394/639233645602902741.jpg,https://www.craigandlandrethcars.com/vdp/24151394/Used-2012-Hyundai-Santa-Fe-GLS-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20990
2C4RDGBG9DR643151,2013,Dodge,Grand Caravan,SE,8895,164075,,,Stone White Clearcoat; CLOTH SEAT TRIM; 6 Speed Automatic; V6 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218201/639233615141532480.jpg,https://www.craigandlandrethcars.com/vdp/24218201/Used-2013-Dodge-Grand-Caravan-SE-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48105A
